#REF, https://ui.adsabs.harvard.edu/abs/2013ApJ...765..140A/abstract
#AUTHOR, Andrews & Martini
#YEAR, 2013
#REDSHIFT, 0.1
#COLUMN1, log M_* [M sun]
#COLUMN2, log (N/O)
#COLUMN3, -sigma
#COLUMN4, +sigma
#NOTE, Gas phase N/O abundance ratio, which is assumed to be traced by N^+/O^+, derived using direct method, using electron temperature determined from flux ratio of auroral to strong emission lines. Kroupa IMF is adopted to derive stellar mass (Kauffmann+ 2003). (h, Omega m, Omega l) = (0.7, 0.3, 0.7)
#IMF, Kroupa  
7.650, -1.350, 0.090, 0.090
7.850, -1.350, 0.050, 0.050
7.950, -1.340, 0.040, 0.040
8.050, -1.430, 0.030, 0.030
8.250, -1.450, 0.030, 0.030
8.350, -1.440, 0.030, 0.030
8.450, -1.440, 0.030, 0.030
8.550, -1.410, 0.020, 0.020
8.650, -1.450, 0.020, 0.020
8.750, -1.440, 0.020, 0.020
8.850, -1.410, 0.020, 0.020
8.950, -1.340, 0.020, 0.020
9.050, -1.320, 0.020, 0.020
9.150, -1.300, 0.030, 0.030
9.250, -1.260, 0.030, 0.030
9.350, -1.250, 0.020, 0.020
9.450, -1.200, 0.030, 0.030
9.550, -1.190, 0.030, 0.030
9.650, -1.160, 0.030, 0.030
9.750, -1.130, 0.040, 0.040
9.850, -1.110, 0.030, 0.030
9.950, -1.050, 0.030, 0.030
10.050, -1.000, 0.040, 0.040
10.150, -1.000, 0.050, 0.050
10.250, -0.950, 0.060, 0.060
10.450, -0.910, 0.100, 0.100
